,state,year,enroll,total_rev,fed_rev,st_rev,loc_rev,total_exp,instruction_exp,service_exp,other_exp,capital_exp,rev_per_student,exp_per_student,ins_exp_per_student
989,Maryland,2011,851971.0,13443940,1255964,5508339,6679637,13247697,7205515,4150447,482356.0,989839,15.779809406658208,15.549469406822533,8.457465101511671
990,Massachusetts,2011,924903.0,15396681,1197383,5783240,8416058,15150898,8685894,4583586,445972.0,817228,16.646806205623726,16.381066987565184,9.391140476352655
991,Michigan,2011,1455966.0,19374026,2525528,9845508,7002990,18469948,9198775,6024406,862583.0,1273466,13.306647270609341,12.685700078161165,6.317987507950049
992,Minnesota,2011,798891.0,10912368,842906,6289912,3779550,10612480,5644771,2520057,805204.0,1016875,13.65939533678562,13.284014965746266,7.065758657939568
993,Mississippi,2011,490526.0,4516742,1006465,2071467,1438810,4345783,2238165,1393211,274243.0,368906,9.20795635705345,8.859434566159592,4.562785662737551
994,Missouri,2011,896702.0,9915356,1344755,3828396,4742205,9842505,5100879,2975252,531640.0,849819,11.057582117581983,10.976338850588045,5.688488483353444
995,Montana,2011,141529.0,1631810,264517,713642,653651,1655584,902615,540180,72488.0,103728,11.529863137590176,11.697842844929308,6.377597524182323
996,Nebraska,2011,297659.0,3879388,571969,1153077,2154342,3676326,2101943,951912,171112.0,349683,13.032994130867872,12.350797388958506,7.061580533429193
997,Nevada,2011,429610.0,4146577,447002,2359671,1339904,4258855,2161550,1377125,149940.0,323746,9.651956425595307,9.913305090663625,5.031423849537953
998,New Hampshire,2011,189275.0,2947007,184768,1061011,1701228,3001244,1654129,855476,77384.0,206241,15.569974904239862,15.856526218465197,8.739289393739268
999,New Jersey,2011,1399409.0,26242376,1283994,9331426,15626956,25716298,14113108,8634990,909456.0,917304,18.75247050719268,18.37654181157903,10.085048759869345
1000,New Mexico,2011,331373.0,3591330,636436,2355210,599684,3694437,1744548,1124390,140296.0,616478,10.837726670549502,11.148877548864874,5.264605142845072
1001,New York,2011,2677412.0,57753776,5118477,23188002,29447297,59446908,37834196,14460678,1416793.0,4653802,21.570746676267976,22.2031230158078,14.130883106522269
1002,North Carolina,2011,1448117.0,14409515,2046954,7488570,4873991,13767024,7566249,3843709,696313.0,980517,9.950518500922232,9.506845096079944,5.224887906156754
1003,North Dakota,2011,96255.0,1309044,186844,630430,491770,1312226,660944,360118,86352.0,124967,13.599750662303258,13.632808685263104,6.866593943171783
1004,Ohio,2011,1655534.0,23488657,2533882,9834235,11120540,23010396,11074360,7570565,935953.0,2494681,14.187964125170488,13.899077880611332,6.6892978338107225
1005,Oklahoma,2011,658163.0,5835133,968529,2741058,2125546,5644988,2866601,1814927,367172.0,510428,8.865787046673848,8.576884449596832,4.355457538634046
1006,Oregon,2011,559631.0,6112484,848637,2792762,2471085,6317635,3261190,2071303,224903.0,461979,10.922347046536022,11.288929669728804,5.827393407441689
1007,Pennsylvania,2011,1670854.0,28492510,3371827,9261234,15859449,28810721,13761915,7947108,1207139.0,2189151,17.052662889755776,17.243111007903742,8.236455728627396
1008,Rhode Island,2011,139157.0,2212352,234111,768713,1209528,2198940,1260021,736651,93820.0,43726,15.898244428954346,15.801864081576923,9.054672061053342
1009,South Carolina,2011,713511.0,7772777,1041572,3338715,3392490,7961448,3689782,2428477,388361.0,1016126,10.893703110393533,11.158129307046423,5.171303595880092
1010,South Dakota,2011,125613.0,1297661,262395,374648,660618,1350617,661519,390655,59757.0,199636,10.33062660711869,10.752207176008852,5.266325937602
1011,Tennessee,2011,986382.0,8679893,1272825,3955476,3451592,8961443,4947165,2635217,479721.0,661195,8.799727691705648,9.085164773890845,5.015465610686326
1012,Texas,2011,4800196.0,51023159,7818075,19623258,23581826,52691826,25155007,14325757,2474232.0,6556210,10.629390758210706,10.977015521866191,5.240412474823945
1013,Utah,2011,545395.0,4141253,500782,2058112,1582359,4195916,2157337,1018548,315664.0,592949,7.59312608293072,7.693352524317238,3.9555496475031857
1014,Vermont,2011,86982.0,1686499,106823,1329172,250504,1722515,888388,511825,53418.0,63655,19.3890575061507,19.803120185785566,10.21346945345014
1015,Virginia,2011,1250852.0,14655345,1427301,5351177,7876867,14675815,7861076,4602566,579290.0,1075067,11.716290176615619,11.732655022336775,6.2845772321585605
1016,Washington,2011,1042979.0,11905941,1367629,6758505,3779807,11928408,6007184,3427282,514227.0,1467334,11.41532188088159,11.436863062439416,5.759640414620045
1017,West Virginia,2011,282130.0,3475642,510256,1927726,1037660,3670119,2010407,1160212,211866.0,269242,12.319292524722645,13.008609506255981,7.125817885371991
1018,Wisconsin,2011,864251.0,11664303,1002909,5226954,5434440,11440718,6138402,3668777,479352.0,541918,13.496429856604157,13.237726077262277,7.102568582506702
1019,Wyoming,2011,88165.0,1650621,154955,878979,616687,1656850,825783,528352,52046.0,234408,18.72195315601429,18.792604775137526,9.366335847558554
1020,Alabama,2012,744621.0,7136949,789954,3948651,2398344,7222161,3695221,2239569,558658.0,580949,9.584673276740785,9.699110017042226,4.962552761740536
1021,Alaska,2012,130771.0,2383402,352005,1507913,523484,2483320,1255757,947153,82607.0,145219,18.22576871018804,18.989837196320284,9.602717727936621
1022,Arizona,2012,942738.0,7934798,1050228,2845535,4039035,8054662,3917564,2856528,360929.0,699033,8.41675842068528,8.54390297198161,4.155517227479957
1023,Arkansas,2012,475671.0,5169926,666267,3823172,680487,5299969,2548056,1683928,277927.0,612420,10.86870126621131,11.142089805769114,5.356761290892234
1024,California,2012,6203034.0,69016392,8793325,36413273,23809794,70191877,34213049,20393761,3488344.0,6736656,11.126231453833721,11.315733075137102,5.515534656105383
1025,Colorado,2012,843120.0,8616009,705634,3702427,4207948,8472536,4174705,2751179,353940.0,697434,10.219196555650441,10.049027421956543,4.951495635259512
1026,Connecticut,2012,522451.0,10070907,509564,3735476,5825867,9791336,5485615,2932123,345177.0,637389,19.276270884733687,18.74115658693351,10.499769356360693
1027,Delaware,2012,118624.0,1855867,183793,1090060,582014,1915966,1053066,531313,105134.0,149584,15.644953803614783,16.151588211491774,8.877343539250067
1028,District of Columbia,2012,44618.0,1331006,137742,0,1193264,1189542,594156,266716,44780.0,283890,29.831144381191447,26.660585413958493,13.316509032229146
1029,Florida,2012,2658559.0,24139266,3068321,8702317,12368628,25352047,13558844,7607362,1622628.0,1837264,9.079830840692269,9.536010673451294,5.1000726333325686
1030,Georgia,2012,1669156.0,17559894,1862297,7455147,8242450,17400209,9611118,5043644,917885.0,1566020,10.520223394338217,10.424555284227479,5.758070545832744
1031,Hawaii,2012,182706.0,2535038,318728,2161254,55056,2344733,1262938,814511,143188.0,124096,13.874957582126477,12.833366172977351,6.912405722855298
1032,Idaho,2012,267556.0,1981482,266087,1238989,476406,1911706,1073312,609786,102831.0,69239,7.405858960367175,7.145068695899176,4.011541509067261
1033,Illinois,2012,2071481.0,29900021,2430413,10142137,17327471,29067543,14896596,9358604,956171.0,2032447,14.434127563805799,14.032251804385364,7.191278124201959
1034,Indiana,2012,1006627.0,12395432,1096902,7462594,3835936,11351906,5659432,3670372,521782.0,894450,12.313828260120184,11.277172179963383,5.622173853870401
1035,Iowa,2012,495870.0,6262807,512246,2681035,3069526,6256926,3072424,1688512,242935.0,900591,12.629937281948898,12.618077318652066,6.196027184544336
1036,Kansas,2012,485591.0,5613619,410051,3173205,2030363,5615714,2935226,1569972,235158.0,662722,11.560385180120718,11.5646995104934,6.044646626481957
1037,Kentucky,2012,681827.0,7192430,983232,3920971,2288227,7444529,3697663,2320305,448906.0,764062,10.548760902692326,10.918501320716253,5.423168927015211
1038,Louisiana,2012,665478.0,8477993,1527734,3588546,3361713,8504567,4365583,2793437,433580.0,777379,12.739704392932598,12.779636592043614,6.560071106783395
1039,Maine,2012,187247.0,2611056,239982,1012326,1358748,2625759,1376755,887596,108121.0,131394,13.944447708107473,14.022969660395093,7.352614461112862
1040,Maryland,2012,853778.0,13752912,859635,5980541,6912736,13212140,7140620,4161605,336683.0,1139120,16.108299815642944,15.4749126822195,8.36355586581055
1041,Massachusetts,2012,922683.0,15763456,979175,6200945,8583336,15696061,8801567,4642633,467588.0,1159931,17.08436808741464,17.01132566656154,9.53910172832923
1042,Michigan,2012,1421312.0,18622316,1866406,9796808,6959102,18063824,9070480,5802009,862829.0,1200582,13.10220134636167,12.709260176512968,6.381765579971182
1043,Minnesota,2012,799736.0,10681609,740098,6642440,3299071,10696348,5672620,2555775,826218.0,1034162,13.356418868226514,13.374848700071023,7.093115728190303
1044,Mississippi,2012,490619.0,4477828,795110,2195720,1486998,4423270,2291333,1449935,281636.0,329375,9.126894800242143,9.01569242120668,4.670289980616324
1045,Missouri,2012,893221.0,10022622,994192,4115324,4913106,9910617,5056789,2994397,553027.0,891474,11.220763954273355,11.095369455039682,5.66129658841429
1046,Montana,2012,142237.0,1628318,214164,761029,653125,1652537,888206,536815,73808.0,117001,11.447921426914235,11.618193578323503,6.244549589769188
1047,Nebraska,2012,300941.0,3764056,366016,1166374,2231666,3880517,2247992,984922,165408.0,374671,12.507621095164833,12.894610571507371,7.4698761551267525
1048,Nevada,2012,428526.0,4053945,403548,2401035,1249362,4109706,2049362,1336995,159943.0,321145,9.460207782024895,9.590330575040955,4.782351595935836
1049,New Hampshire,2012,190778.0,2963221,187243,1029325,1746653,2961684,1654634,868513,78190.0,160056,15.532299321724727,15.524242837224419,8.673085995240541
1050,New Jersey,2012,1330300.0,27574528,1371038,10401941,15801549,26432652,14491817,8921990,943029.0,940577,20.728052319025785,19.869692550552507,10.893645794181763
1051,New Mexico,2012,328690.0,3478709,491732,2380982,605995,3616691,1688871,1097238,142740.0,615427,10.58355593416289,11.00334966077459,5.138187958258541
1052,New York,2012,2644029.0,58981073,3769627,23314292,31897154,60216421,38431932,14662331,1490478.0,4094920,22.30727159195304,22.774493396252463,14.535367047789567
1053,North Carolina,2012,1462172.0,12788659,1831015,7648102,3309542,13418244,7521325,3817233,716796.0,728580,8.746343795394797,9.176925833622857,5.1439399742301175
1054,North Dakota,2012,97555.0,1345371,160050,658255,527066,1380563,685786,368323,93834.0,160904,13.790897442468351,14.151637537799191,7.029737071395623
1055,Ohio,2012,1630865.0,22799205,2007733,9336277,11455195,22662376,10861218,7524489,924456.0,2416140,13.979823590548573,13.895923942202451,6.6597897434796876
1056,Oklahoma,2012,664200.0,5824963,773014,2869071,2182878,5594867,2736786,1898922,385999.0,496119,8.7698931044866,8.423467329117736,4.120424570912376
1057,Oregon,2012,566525.0,6124872,550894,3038052,2535926,6314092,3250376,2057965,228474.0,448562,10.811300472176868,11.145301619522527,5.737391995057588
1058,Pennsylvania,2012,1644759.0,27881568,2145208,9561500,16174860,27851918,13450420,7682906,1170594.0,1735626,16.951764969822328,16.933738012681495,8.177745189416807
1059,Rhode Island,2012,137400.0,2208278,204682,779000,1224596,2190431,1272285,727287,95213.0,33633,16.0718922852984,15.942001455604077,9.25971615720524
1060,South Carolina,2012,715744.0,7889771,848254,3586738,3454779,7948441,3749691,2489094,408649.0,869025,11.023174486967408,11.105145135690973,5.238871719497474
1061,South Dakota,2012,127726.0,1298723,212615,395054,691054,1296971,649023,379791,63166.0,172398,10.168039396833848,10.154322534174717,5.08136949407325
1062,Tennessee,2012,998638.0,8983224,1257953,4017946,3707325,9256522,5151260,2693334,514174.0,671532,8.995475838091481,9.269146577638743,5.158285584966725
1063,Texas,2012,4844744.0,49979753,6140296,19801928,24037529,50215314,23902458,13954303,2497013.0,5538370,10.316283584849891,10.364905555381254,4.933688549900676
1064,Utah,2012,553873.0,4217360,426702,2158049,1632609,4330417,2161779,1052249,334499.0,666528,7.61430869531463,7.818429495570284,3.9030228951402215
1065,Vermont,2012,87968.0,1754161,124451,1372320,257390,1726321,904254,518561,54031.0,45788,19.940898963259368,19.62442024372499,10.279351582393598
1066,Virginia,2012,1257332.0,14940479,1365551,5564504,8010424,15129464,8123166,4744530,611769.0,1078796,11.882684127978926,12.03299049097613,6.460637285935616
1067,Washington,2012,1044856.0,11955582,1057045,7001110,3897427,12187889,5866729,3735795,524816.0,1552074,11.442325066803464,11.664659053496367,5.61486846034286
1068,West Virginia,2012,282088.0,3970941,432223,2014017,1524701,3536971,1893954,1155259,220973.0,245082,14.076958254161822,12.538537619466267,6.71405377045461
1069,Wisconsin,2012,863314.0,11139967,907311,4786356,5446300,10724377,5631108,3525882,491104.0,449246,12.903725643276953,12.422336484755258,6.522664986320157
1070,Wyoming,2012,89994.0,1664983,144728,851896,668359,1670728,845801,540510,53299.0,213245,18.501044514078718,18.56488210325133,9.398415449918884
1071,Alabama,2013,744548.0,7197439,811739,3898347,2487353,7487741,3747993,2317243,576737.0,643522,9.666856938706436,10.056760611807432,5.033917222261023
1072,Alaska,2013,131091.0,2545117,320938,1707449,516730,2665933,1324649,982442,87165.0,248505,19.414887368316666,20.336506701451665,10.104805059081096
1073,Arizona,2013,941726.0,8164324,1178356,2934165,4051803,7600581,3824071,2643742,368750.0,558466,8.669532326812682,8.070904912893983,4.060704493663762
1074,Arkansas,2013,477716.0,5067546,572096,3847045,648405,5226339,2545564,1694335,281692.0,533975,10.60786324929456,10.940263671302615,5.3286136533002875
1075,California,2013,6208733.0,68868516,7836263,35141208,25891045,69727119,34194878,20595508,3461759.0,6160059,11.092201259097468,11.230490826389216,5.50754525923405
1076,Colorado,2013,851063.0,8826868,696266,3693829,4436773,8699125,4292898,2773716,365228.0,758041,10.371580012290512,10.221481840944795,5.044160068056066
1077,Connecticut,2013,517812.0,10319361,434543,3870444,6014374,9758850,5562212,2966636,359881.0,487318,19.928779170818753,18.846318741164747,10.741759557522807
1078,Delaware,2013,118685.0,1930466,151096,1124112,655258,1924626,1030897,560882,97722.0,157935,16.265458988077686,16.216253106963812,8.685992332645238
1079,District of Columbia,2013,44179.0,1300036,129874,0,1170162,1308438,559940,332997,39825.0,375676,29.426560130378686,29.616740985536115,12.674347540686751
1080,Florida,2013,2680074.0,24681548,3027018,9455562,12198968,25245400,13833236,7622221,1689414.0,1411455,9.209278549771387,9.419665277899043,5.16151270449995
1081,Georgia,2013,1682620.0,17459504,1805878,7580785,8072841,17317504,9555687,4956142,932291.0,1632844,10.376379693573119,10.291987495691243,5.679052311276462
1082,Hawaii,2013,184760.0,2331770,310778,1962923,58069,2345917,1283872,770643,144746.0,146656,12.620534747780905,12.697104351591253,6.94886339034423
1083,Idaho,2013,272070.0,2015534,237912,1278155,499467,1967676,1113400,631575,107264.0,62882,7.408144962693425,7.232241702503032,4.092329179990443
1084,Illinois,2013,2069823.0,30057886,2311235,10382540,17364111,29517831,15285224,9509657,986182.0,1942608,14.52195960717414,14.26104116149062,7.384797637285893
1085,Indiana,2013,1002772.0,12236713,980013,7503451,3753249,11211155,5535933,3595471,527250.0,862576,12.202886598349375,11.180163586538116,5.5206298141551615
1086,Iowa,2013,499489.0,6281345,459132,3118413,2703800,6318241,3174989,1748683,254025.0,783793,12.575542204132624,12.649409696710038,6.35647431675172
1087,Kansas,2013,488590.0,5667223,420820,3193838,2052565,5621023,2969201,1595974,243032.0,616590,11.599138336846845,11.504580527640762,6.077080988149573
1088,Kentucky,2013,685009.0,7216175,867735,3960822,2387618,7413896,3663594,2323851,457079.0,729064,10.534423635309901,10.823063638579931,5.348242139884293
1089,Louisiana,2013,671156.0,8121179,1229248,3370399,3521532,7940880,3963343,2657751,436167.0,644212,12.10028517960057,11.83164569787054,5.905248556222398
1090,Maine,2013,184682.0,2650346,196466,1029166,1424714,2535405,1351259,867538,116847.0,70345,14.350862563758245,13.72849005317248,7.316679481487097
1091,Maryland,2013,859252.0,13814727,828432,6093652,6892643,13284637,7303090,4243954,357919.0,955586,16.077619836788276,15.460699538668516,8.499357580779561
1092,Massachusetts,2013,920968.0,16114783,818054,6428534,8868195,16201905,9097982,4759997,467050.0,1283156,17.4976578990801,17.59225619131175,9.878716741515449
1093,Michigan,2013,1381167.0,18270327,1636324,9882361,6751642,17468264,8885537,5675448,848456.0,962506,13.228180951325944,12.647466960910592,6.433354547277773
1094,Minnesota,2013,802454.0,10848720,646542,6792440,3409738,10942019,5826404,2652321,850969.0,1016760,13.519429151079065,13.635696251747763,7.26073270243528
1095,Mississippi,2013,492847.0,4444064,707522,2213501,1523041,4370050,2274357,1465175,284089.0,285801,9.017127019135756,8.866950595215148,4.614732361158737
1096,Missouri,2013,897224.0,10103589,894168,4235564,4973857,10001763,5139610,3082015,566933.0,833040,11.260943755405561,11.147453701639725,5.728346544452667
1097,Montana,2013,142797.0,1671053,210593,788329,672131,1679521,907018,545326,74629.0,111496,11.702297667317941,11.761598633024503,6.351800107845403
1098,Nebraska,2013,303242.0,3870164,366241,1217306,2286617,3913038,2318463,1026626,168033.0,298231,12.762625230014311,12.904010658154213,7.645586693136175
1099,Nevada,2013,431776.0,4131800,392009,2556472,1183319,4057443,2058538,1396907,166814.0,222161,9.569313718224265,9.39710173793819,4.767606351441488
1100,New Hampshire,2013,187703.0,2976317,163890,1020089,1792338,2878534,1642945,879507,76488.0,72588,15.856523337400041,15.33557801420329,8.752896863662276
1101,New Jersey,2013,1338657.0,28070096,1145079,10986132,15938885,28179900,15489942,9131634,1218744.0,933676,20.968848629634028,21.050874122347995,11.57125537012095
1102,New Mexico,2013,327209.0,3518621,519318,2401884,597419,3536546,1709797,1096508,145330.0,514077,10.753435877375011,10.80821737788386,5.225397223181514
1103,New York,2013,2629805.0,59623918,3335657,23632698,32655563,60505950,38756656,14846782,1462376.0,3982327,22.672372286158097,23.007770538119747,14.737463804350513
1104,North Carolina,2013,1468228.0,12729402,1579889,7891977,3257536,13650536,7681386,3957680,744037.0,653058,8.669908215890175,9.297286252543882,5.231739212165958
1105,North Dakota,2013,101025.0,1405349,145905,685348,574096,1516575,718970,400607,94995.0,224615,13.91090324177184,15.011878247958427,7.116753278891363
1106,Ohio,2013,1613718.0,22536516,1721213,8990516,11824787,22015797,10800145,7376469,916885.0,1998557,13.96558506504854,13.642902291478437,6.692709011115944
1107,Oklahoma,2013,671445.0,5878111,715944,2890048,2272119,5796945,2800189,1972011,404107.0,557341,8.754419200381268,8.633536626231486,4.170392213807535
1108,Oregon,2013,564006.0,6077498,471682,3041825,2563991,6228197,3261733,2067538,228499.0,343353,10.775591039811633,11.042785005833272,5.783153016102665
1109,Pennsylvania,2013,1623694.0,28484645,2049113,9764558,16670974,28495118,15456205,7737010,1178563.0,1501024,17.543111571515322,17.549561678493607,9.519161245899781
1110,Rhode Island,2013,136401.0,2282659,193393,841875,1247391,2231413,1265936,765178,96721.0,35089,16.7349139669064,16.35921290899627,9.28098767604343
1111,South Carolina,2013,722249.0,8254462,814137,3819285,3621040,8224795,3933177,2621911,426662.0,853410,11.428831331022957,11.387755469374136,5.445735473500136
1112,South Dakota,2013,130296.0,1316613,194731,408009,713873,1332496,663258,390637,64999.0,179586,10.104784490698103,10.226683858291889,5.090394179406889
1113,Tennessee,2013,992461.0,9008032,1165801,4097627,3744604,9248235,5191269,2780452,534815.0,564756,9.076459427624863,9.318487074051273,5.230703271967362
1114,Texas,2013,4897523.0,49734537,5695947,18873046,25165544,50674724,24226519,14150552,2585417.0,5472152,10.155038986034368,10.347010927768997,4.946688152357835
1115,Utah,2013,562315.0,4300793,409774,2235917,1655102,4584624,2361179,1097484,309365.0,698249,7.6483696860300725,8.153124138605586,4.199032570712145
1116,Vermont,2013,89200.0,1817307,114697,1431621,270989,1809138,935593,538854,57026.0,55825,20.373396860986546,20.281816143497757,10.488710762331838
1117,Virginia,2013,1264880.0,15322318,1108879,5874323,8339116,15634918,8445746,4874065,626080.0,1089417,12.113653469103788,12.360791537537157,6.677112453355259
1118,Washington,2013,1050901.0,12242231,1042200,7159428,4040603,12097549,5911337,3777476,537261.0,1443002,11.649271434702221,11.51159719136246,5.625017960778417
1119,West Virginia,2013,282310.0,3486366,383169,2027414,1075783,3488877,1828234,1130079,225073.0,284685,12.349424391626226,12.358318869328043,6.475980305338103
1120,Wisconsin,2013,863737.0,11097447,827432,5587013,4683002,10845059,5637545,3551036,496850.0,521352,12.848178322799649,12.555973635493212,6.526923125905223
1121,Wyoming,2013,91533.0,1695967,113501,881114,701352,1675477,846872,546422,52001.0,213920,18.528476068740236,18.304622376629194,9.252094872887374
1122,Alabama,2014,740081.0,7357267,794090,4031547,2531630,7587737,3824295,2390530,587642.0,580934,9.941164548204858,10.252576407177052,5.16740059534024
1123,Alaska,2014,130539.0,2663647,309525,1824373,529749,2727056,1346457,982843,86314.0,269107,20.404990079593073,20.890737633963795,10.31459563808517
1124,Arizona,2014,943937.0,8361708,1102980,3182285,4076443,8109460,3902565,2858103,461316.0,678228,8.858332706525966,8.591103007933793,4.13434900846137
1125,Arkansas,2014,479881.0,5193218,552738,4006889,633591,5242672,2609867,1753929,282078.0,424314,10.821887092841767,10.924941808490022,5.438571229117219
1126,California,2014,6224685.0,72389126,7415061,38410554,26563511,72506810,35539425,21594573,3581789.0,6124103,11.629363734871724,11.648269751802701,5.709433489405488
1127,Colorado,2014,865231.0,9162406,681230,3961719,4519457,9286626,4470568,3002964,373620.0,932776,10.589548918150182,10.733117514282313,5.166906872268793
1128,Connecticut,2014,511082.0,10743919,420593,4141590,6181736,10201500,5889381,3128453,343615.0,447290,21.02190842174054,19.96059340771148,11.523358286928516
1129,Delaware,2014,120623.0,1954374,133055,1137764,683555,1988535,1050647,582448,103583.0,171618,16.202332888420948,16.485537584042845,8.710171360354162
1130,District of Columbia,2014,44942.0,1342220,134959,0,1207261,1313289,503349,375966,34409.0,399565,29.865604556984557,29.221863735481286,11.199968848738374
1131,Florida,2014,2708022.0,26077462,3112027,10460928,12504507,26523658,14542370,7948773,1788820.0,1468023,9.629708325855551,9.794476558905355,5.370107776081583
1132,Georgia,2014,1699185.0,17821620,1804212,7837335,8180073,17668352,9635641,5197804,967343.0,1642099,10.488334113118936,10.398133222692055,5.670742738430483
1133,Hawaii,2014,186825.0,2696766,286988,2354601,55177,2504144,1386369,798677,145898.0,173200,14.434716981132075,13.403687943262412,7.420682456844641
1134,Idaho,2014,281452.0,2084970,232593,1319582,532795,2012852,1108768,650395,109175.0,91323,7.407906143854015,7.151670622344129,3.9394568167929167
1135,Illinois,2014,2060632.0,31085621,2301827,11163462,17620332,31080869,16323537,10012961,975999.0,1999969,15.085479115145256,15.083173026527783,7.921616766118356
1136,Indiana,2014,1007121.0,12399402,933891,7632238,3833273,11136045,5513142,3641179,526178.0,889924,12.311730169463253,11.057305924511553,5.474160503057726
1137,Iowa,2014,501763.0,6455928,455586,3247115,2753227,6541553,3266694,1853835,259833.0,801317,12.866488760630018,13.037137054744969,6.510432216006362
1138,Kansas,2014,496034.0,5813985,419415,3265012,2129558,5957954,3033016,1657449,246811.0,813093,11.720940500046368,12.011180685194967,6.114532471564449
1139,Kentucky,2014,686789.0,7229857,825742,3966872,2437243,7346219,3659917,2345545,454067.0,620745,10.527042512329114,10.696471550942139,5.329026819008458
1140,Louisiana,2014,665441.0,8352703,1272004,3455315,3625384,8140649,4026042,2731011,409510.0,706668,12.552131593935451,12.233464724896722,6.050186267452712
1141,Maine,2014,178709.0,2675648,182961,1032280,1460407,2550302,1369822,886844,109348.0,66571,14.972094298552395,14.270697054988837,7.665098008494256
1142,Maryland,2014,865768.0,13982544,816033,6186736,6979775,13712839,7475952,4303895,367048.0,1131199,16.15045139113481,15.838930290793838,8.635052346587077
1143,Massachusetts,2014,920558.0,16609204,791029,6587492,9230683,16518383,9407351,4969348,488065.0,1028761,18.042539416310543,17.943880776659373,10.219183364872176
1144,Michigan,2014,1363533.0,18457253,1563397,10073758,6820098,17358365,8858564,5735894,831071.0,856907,13.536344921611725,12.730432633460284,6.4967727220389975
1145,Minnesota,2014,804580.0,11168633,630445,7603409,2934779,11300786,5986788,2803239,880403.0,1069928,13.881320689055158,14.045571602575256,7.440885928061846
1146,Mississippi,2014,492421.0,4480105,664697,2243098,1572310,4463078,2279076,1521319,287150.0,316494,9.098119292231647,9.063541156855617,4.62830789101196
1147,Missouri,2014,892992.0,10256615,895743,4267069,5093803,10324249,5243167,3183894,577580.0,919482,11.485674003798467,11.561412644234215,5.871460214649179
1148,Montana,2014,144034.0,1729712,201528,822788,705396,1754324,949120,570780,77193.0,121753,12.009053417942985,12.17992973881167,6.589555243900746
1149,Nebraska,2014,307398.0,4005091,318179,1283012,2403900,4008633,2371149,1059275,175887.0,307828,13.029007996148316,13.040530517439931,7.713612320184256
1150,Nevada,2014,435765.0,4203255,381596,2651854,1169805,4043820,2104452,1413964,170754.0,161354,9.645692058793157,9.279818250662627,4.82932773398506
1151,New Hampshire,2014,184846.0,3042994,161989,1003995,1877010,2960615,1682021,913353,75750.0,87603,16.46231998528505,16.01665710916114,9.099580191077978
1152,New Jersey,2014,1335350.0,28454548,1142878,11047025,16264645,27742203,14956606,9205196,1273398.0,895858,21.308681619051185,20.77522971505598,11.200513722993971
1153,New Mexico,2014,326637.0,3601387,466320,2505492,629575,3576216,1709599,1088329,147184.0,562323,11.02565539115287,10.94859431111601,5.2339416538848935
1154,New York,2014,2619312.0,61337112,3347393,24830862,33158857,62556193,40168920,15381372,1515933.0,4060304,23.417260715791016,23.882681024635477,15.33567593322216
1155,North Carolina,2014,1441391.0,13462754,1529624,7849343,4083787,13540706,7573296,4015292,747335.0,609013,9.340112433059454,9.394193525559684,5.254157962690207
1156,North Dakota,2014,103272.0,1568997,155894,901032,512071,1597210,758669,422005,100586.0,239992,15.192859632814315,15.466050817259276,7.3463184599891544
1157,Ohio,2014,1601566.0,23297509,1692769,9492461,12112279,21847582,11350255,7111920,898844.0,1546152,14.546705536955704,13.64138724223666,7.086973000176077
1158,Oklahoma,2014,670069.0,6034336,690122,2983860,2360354,6026661,2833650,2033459,404999.0,687788,9.005544205149022,8.99409016086403,4.228892845363687
1159,Oregon,2014,566538.0,6621363,521463,3393147,2706753,6453635,3437466,2151154,242975.0,311077,11.687411965305063,11.391354154531559,6.067494148671404
1160,Pennsylvania,2014,1605292.0,29068069,1812609,10272392,16983068,28620630,15352999,7889064,1163079.0,1566997,18.10765206579239,17.828924581945216,9.563991473202384
1161,Rhode Island,2014,135084.0,2313010,186551,867512,1258947,2258076,1277445,782773,92710.0,37897,17.122753249829735,16.716087767611263,9.456671404459447
1162,South Carolina,2014,729386.0,8417698,812536,3902923,3702239,8452743,4035914,2747427,430577.0,862750,11.540800070196028,11.588847331865432,5.533303353779755
1163,South Dakota,2014,130653.0,1345549,186216,413544,745789,1355439,696235,413254,68154.0,146035,10.298646031855373,10.374342724621707,5.328886439653127
1164,Tennessee,2014,992583.0,9237782,1095377,4315952,3826453,9432883,5296570,2805578,536241.0,549104,9.306810614326459,9.503369491518594,5.336148211283087
1165,Texas,2014,4949469.0,52776853,5643178,20510815,26622860,53096761,25364709,14803918,2682490.0,5766846,10.663134368555495,10.72776918089597,5.124733380489907
1166,Utah,2014,570423.0,4405929,385210,2363055,1657664,4385896,2336613,1139969,302794.0,490911,7.723968002692739,7.688848451061756,4.096281180807927
1167,Vermont,2014,87990.0,1895044,102434,1495453,297157,1876197,955495,553032,59714.0,56780,21.537038299806795,21.322843504943744,10.85913171951358
1168,Virginia,2014,1273211.0,15347862,1009659,5994897,8343306,15690444,8464947,4964725,619387.0,1041633,12.05445287544641,12.323522181319515,6.6485028797269266
1169,Washington,2014,1057773.0,13040197,1030232,7833024,4176941,12806300,6267816,4035948,549588.0,1525815,12.327973015004165,12.106850902792944,5.92548306678276
1170,West Virginia,2014,280265.0,3514889,351957,2033948,1128984,3499873,1823665,1147776,222824.0,286099,12.541305550104365,12.487727686296898,6.506930940360016
1171,Wisconsin,2014,865119.0,11330253,830568,5709579,4790106,11255186,5685955,3616770,498431.0,767074,13.09675663116866,13.009985909452919,6.572454194162884
